Gene	aos_HRFR_1.5h_nw	aos_HRFR_1.5h_w	aos_LRFR_1.5h_nw	aos_LRFR_1.5h_w	aos_HRFR_4h_nw	aos_HRFR_4h_w	aos_LRFR_4h_nw	aos_LRFR_4h_w	Col-0_HRFR_1.5h_nw	Col-0_HRFR_1.5h_w	Col-0_LRFR_1.5h_nw	Col-0_LRFR_1.5h_w	Col-0_HRFR_4h_nw	Col-0_HRFR_4h_w	Col-0_LRFR_4h_nw	Col-0_LRFR_4h_w
AT5G03150	5.980477874	5.8903931	6.536803268	6.573046156	5.708810287	5.670076984	6.241145469	6.173095021	6.04707738	4.904672713	6.536473252	6.156339767	5.776902076	5.244115646	6.268941702	5.938701323
AT5G03160	4.561473014	4.54994083	4.652834047	4.687435026	4.79011101	4.79598166	5.108573029	5.218079097	4.756212422	4.643830674	4.874104566	4.717369554	4.764345387	5.315746091	5.015256834	5.16931121
AT5G03170	4.611056295	4.894083423	4.895406111	4.787430737	4.746865144	4.9828681	4.870555606	4.810949694	4.825175539	4.660929276	4.785374667	4.699158497	4.803092621	4.580965513	4.811213076	4.52237027
AT5G03180	3.198968648	2.989058107	3.062965198	3.031854541	3.239001336	3.23666865	2.86857039	2.989299111	3.207473965	2.864146504	3.056694165	2.963441405	3.243950952	3.311366991	3.127371833	3.291162691
AT5G03190	5.21984694	5.089172498	4.995410546	4.968144015	5.205323326	5.283688051	5.148342592	5.187995988	5.257110203	5.491097649	5.13829314	5.195702478	5.266597326	5.644965452	5.285380996	5.352707215
AT5G03200	2.969340206	2.916760772	2.959822158	2.650784308	3.362838523	3.250241166	2.526852459	2.592603007	2.731293565	3.918409082	2.452148739	3.157020154	3.167469709	4.073939307	2.450187148	3.168506491
AT5G03220	3.191449	3.179817513	3.397440758	3.35379605	3.140884066	3.239638027	3.001724098	3.067890773	3.26998898	3.326986154	3.287559893	3.219767936	3.118454639	3.14484249	3.089063154	3.216493033
AT5G03230	3.974402652	3.701381998	4.52066761	4.525573764	4.05810341	3.998544052	3.3953447	3.32639603	3.967371627	4.199927686	4.096227592	4.159264173	3.750225393	3.977595518	3.13556382	3.289442611
AT5G03240	6.991931371	7.127970353	6.665637174	6.773771594	8.202059298	8.215537911	7.833315112	7.816000857	6.654725246	7.092342344	6.347665014	6.53599411	7.962074669	8.620589928	7.62610643	7.827485526
AT5G03250	1.48701638	1.286621084	1.317115202	1.448655784	1.666443401	1.4057651	0.950828847	1.196597214	1.559084714	1.334453899	1.466814158	1.287801714	1.612697866	1.693669504	1.143490793	1.298430053
AT5G03260	6.2992699	6.095101687	6.145690635	6.131479246	5.611727342	6.218488089	6.229825598	5.863926109	5.972508605	5.929322109	5.811958564	6.22236994	5.824302839	6.044183879	5.915977675	5.582378698
AT5G03270	0.577104443	0.52279562	0.407387415	0.393721843	-0.621895982	0.272313127	-0.222063181	0.372530578	0.330438757	2.320476956	0.119258043	1.816162562	-0.515268328	1.540479696	-0.172531106	1.09631984
AT5G03280	6.633380134	6.582085249	6.468651364	6.613121887	6.625245472	6.707465385	7.435840754	7.490840575	6.580662819	6.529531591	6.577222058	6.519222309	6.598055626	6.724329002	7.42916471	7.360037874
AT5G03285	0.219029582	-0.203581032	-0.508206161	-0.417430296	-0.44985811	-0.015425577	-1.788396924	-1.601631906	-0.373220464	0.065341907	-0.471084954	-0.378575032	-0.04164199	0.157498364	-1.774681337	-1.265328243
AT5G03290	6.044861989	5.97038675	6.158251458	6.003879916	5.95781204	5.799874567	6.087412124	6.131512264	5.879061911	5.907055693	5.972084183	5.865485065	5.827848928	5.750772994	6.051250584	5.991159842
AT5G03300	7.034202634	6.831893658	7.163222738	6.964777174	7.04153204	6.895331323	7.576739415	7.415260878	7.067092167	6.675503247	7.089600288	6.850517883	7.0154207	6.720448817	7.586301369	7.282744311
AT5G03320	4.449582528	4.621158676	4.426030073	4.542985424	4.542063732	4.496331209	3.90468144	4.027314182	4.321545978	4.115937118	4.196184611	4.145064134	4.321427929	4.237159174	3.828701462	3.910023136
AT5G03330	3.713903223	3.849223213	3.977647691	4.032331626	3.746027042	3.809463773	3.825096368	3.870473712	3.599697501	3.553585434	3.911176959	3.927288811	3.650251435	3.600692712	3.806432607	4.003835986
AT5G03340	5.128658535	5.158745401	5.157558596	5.136186688	5.090485127	5.100102406	5.414630418	5.322225426	5.060640517	5.112074703	5.105348464	5.113642105	5.030326371	5.101767115	5.210132374	5.214444816
AT5G03345	4.328809203	4.178476778	4.462788713	4.341113763	4.49686314	4.339432566	4.777906746	4.78972998	4.43206574	4.430228262	4.506756968	4.399704761	4.429179348	4.380970893	4.867516182	4.718316422
AT5G03350	5.409779053	6.992792977	5.825050512	6.371988789	6.620110178	6.797720859	4.025509721	5.101999567	4.395409083	4.415074478	5.108967154	5.102785629	4.90866666	4.626207579	3.094167567	2.011838624
AT5G03360	3.54969082	3.631334121	3.915387479	3.958769433	2.911635269	2.81517408	2.413627489	2.511967755	3.257585349	1.414700576	3.749256573	2.926807098	2.651191137	0.962451178	2.076538451	1.122143911
AT5G03370	3.125848042	3.211237765	3.217375791	3.164475451	3.333995178	3.492649857	3.206861129	3.429603562	3.195338172	3.381268779	3.155121884	3.210563889	3.502057324	3.470852988	3.45742152	3.382313014
AT5G03380	4.866685166	5.135153851	3.466757521	3.533206768	4.237725572	4.243837551	3.001508283	3.065940146	4.723228522	4.424141053	3.441268314	3.039634328	4.340086574	3.852007992	3.18688622	2.611976075
AT5G03390	2.481739823	2.444869072	2.168934387	2.201817001	2.233496344	2.159155443	2.476189833	2.172200957	2.168960772	3.222129694	2.06448221	2.848436149	2.247617218	2.745657992	2.53553008	2.777772198
AT5G03406	2.869763455	2.920874259	2.504839364	2.718570036	2.88207177	2.866637094	2.331265027	2.420494404	2.793265377	2.930343996	2.597620655	2.772587704	2.961480615	3.237770951	2.310029557	2.803355315
AT5G03415	3.845968149	3.852837966	3.725937323	3.726082592	3.697671186	3.793105862	3.743217351	3.74327827	3.913054345	4.022498781	3.987900535	3.848006621	3.860203569	3.924200023	3.808519703	3.877243485
AT5G03420	5.657646714	5.465044629	5.58819587	5.529184469	5.710087531	5.628388932	5.501770581	5.427029852	5.700654379	5.558472652	5.668791026	5.520166526	5.800329496	5.805154272	5.490295631	5.545912525
AT5G03430	5.291945949	5.237025781	5.109782875	5.141328681	5.315777217	5.327990095	4.841198805	4.896492456	5.280558709	5.325064197	5.05427681	5.14419313	5.286540945	5.457742727	4.883903599	5.016926897
AT5G03440	2.15636374	2.062304136	2.079451463	2.115878611	2.037943484	2.154983545	1.861146989	1.927607334	2.135502334	2.451880281	2.253246872	2.127126523	2.009583322	2.403914073	1.934025526	2.09452341
AT5G03450	3.676813608	3.678600858	3.309635193	3.646561549	3.65335811	3.646300792	3.586031538	3.616389569	3.736722168	3.705444186	3.652725987	3.742681424	3.691864677	3.775437142	3.624501863	3.685079819
AT5G03455	4.664976729	4.570567708	4.718891921	4.531246443	4.833488236	4.779984232	4.400643563	4.438461432	4.459611126	4.602843706	4.453141209	4.429121026	4.655362554	4.938134425	4.331210456	4.540301857
AT5G03460	4.136671919	4.281648385	4.220180791	4.182863153	4.841686859	4.809805854	4.301820947	4.51152351	4.083152151	4.353789158	3.91450606	4.109044521	4.640812963	4.940767834	4.354335237	4.690511286
AT5G03470	3.906299392	3.911175378	3.678098053	3.770179853	4.355288212	4.317103166	4.487631494	4.587720954	3.75996309	3.440053568	3.695542938	3.351374666	4.240200923	4.082514361	4.414506953	4.274341062
AT5G03490	3.552581686	3.587661576	3.396847748	3.447283978	2.82802975	2.972689506	2.951731476	3.015322083	2.978876896	2.772806278	2.808608599	2.497714861	2.683263649	2.645407261	2.246169705	2.581220733
AT5G03500	3.634210364	3.766699089	3.67305895	3.665714177	3.647179141	3.548924909	3.520753073	3.524755122	3.653050231	3.834234847	3.658932146	3.66233481	3.618669755	3.816973505	3.563783851	3.558242671
AT5G03510	2.937892181	2.973303575	2.732792062	2.793871722	2.476517621	2.721113485	2.635914431	2.606449975	2.689078626	3.077599464	2.8849647	3.072643177	2.717197298	3.164548293	2.506280645	2.896567458
AT5G03520	6.705988774	6.849301142	7.127063021	7.080759113	6.496660522	6.49167615	7.372701539	7.416214734	6.834699769	6.562870296	7.143400121	6.882422686	6.621622699	6.330134383	7.398584921	6.85819503
AT5G03530	5.032872675	5.022501185	5.175989638	5.016297194	5.151375378	5.087970823	5.425732367	5.479722813	5.079586463	4.775695481	5.153178783	4.926122334	5.076868897	4.955083922	5.353411632	5.350048982
AT5G03540	6.293710744	6.318359604	6.283583156	6.33148853	6.304128248	6.347318044	6.662929337	6.621203927	6.279512009	6.084228765	6.308641922	6.131684141	6.232987062	6.172339633	6.527015967	6.261074603
AT5G03545	0.919607655	0.61134643	1.108734635	0.473510855	0.857220741	0.346475672	1.005783821	0.696886272	-0.624093294	-0.543980117	0.390778801	-0.85506666	-0.756482339	-1.017544442	0.124885435	-1.201558397
AT5G03552	1.599238708	0.932631584	2.119271908	1.433691601	2.261611723	2.255723768	3.462605035	3.673331185	1.767198096	1.258925186	1.880475325	1.616191277	2.047445792	1.013254532	3.527810225	3.341847324
AT5G03555	5.259985917	5.254422892	5.400962416	5.434796356	4.033641548	4.030686762	4.575660169	4.403834439	5.299499793	5.236453021	5.478291248	5.372095021	4.214986443	3.943186499	4.683154249	4.313092855
AT5G03560	3.110230759	3.07054835	3.080302513	3.068006611	2.724324593	2.769637014	2.384798243	2.330504758	3.142814758	3.468841793	3.005543387	3.367674841	2.888296985	3.171563328	2.351145892	2.842926915
AT5G03610	4.629729419	4.740858852	4.549946597	4.408016333	4.551863898	4.433229816	4.545276745	4.421749329	4.562976351	4.116361793	4.404572685	4.135672593	4.437034292	3.791100133	4.452473052	4.07882519
AT5G03630	5.986578534	6.582192932	5.694725205	6.194135528	5.917140506	6.226524313	5.483765691	5.753223026	5.682348301	6.871906954	5.481854399	6.421097747	5.653306658	6.429037587	5.549560431	6.405036388
AT5G03650	7.069827179	6.936872046	6.948996209	6.931009121	7.077365499	6.999109387	6.958219529	6.83153953	6.937470736	6.764714259	6.829579451	6.740016992	6.982008921	6.842036278	6.846437071	6.582789692
AT5G03660	5.805148454	5.796346939	5.86965736	5.736327963	5.953429809	6.012490144	5.763270143	5.744776409	5.79635651	5.885991863	5.796877745	5.762192089	5.909109039	6.307052841	5.676708354	6.028803711
AT5G03670	3.888709901	3.444969693	2.623123948	2.544969942	3.067836018	2.780336618	2.498383737	1.646595389	3.861269292	4.041311961	2.594682228	2.8752655	3.307962122	3.820082181	2.27463662	1.368209298
AT5G03680	1.995220905	1.922249018	0.79366243	1.100045365	1.500889021	1.502955184	0.492305381	0.153354597	2.105828784	2.682706511	0.814808655	1.500889853	1.795894469	2.363095718	0.587247634	0.827374161
AT5G03690	3.865085189	3.925137115	3.676688599	3.762147296	3.673140104	3.650199756	3.307785033	3.338159422	3.843476216	3.607006647	3.626647868	3.25130604	3.59731386	3.304519268	3.412698592	3.366611252
AT5G03700	0.754403136	1.150263111	0.230895102	0.086516467	0.21345408	-0.079863355	-0.917918687	-1.581102248	0.856996018	0.867439129	0.132536812	-0.147087813	0.366997942	-0.170451088	-1.341733176	-1.078077422
AT5G03720	1.389891171	1.675533884	1.532731465	1.583854178	1.467646045	1.440042004	2.341580084	2.158041114	1.239611074	0.84777723	1.585807509	1.103850417	1.790199878	1.645565469	2.314201055	1.848118105
AT5G03730	5.813965609	5.968056853	5.512623829	5.780711565	5.593762489	5.624984764	6.110609894	6.255072715	5.692293808	5.817772956	5.609529754	5.664832109	5.557946383	5.629727466	6.149574815	6.581434702
AT5G03740	5.440212455	5.387184914	5.558927134	5.408259557	5.433118946	5.28215964	5.687406668	5.651877049	5.551312117	5.283300481	5.603645836	5.414231991	5.507733872	5.02703909	5.7533013	5.623964757
AT5G03760	8.11818548	8.15158577	8.156690419	8.194395332	7.759467602	7.894517788	8.736676292	8.816603605	8.220078958	8.428834354	8.230331502	8.287751163	7.902259944	8.050533798	8.674590849	8.701685679
AT5G03770	2.100913656	2.071598109	1.875088474	1.758467911	1.94916347	1.929503615	1.844574189	1.670316869	2.072929434	2.109736518	1.833258461	1.858215728	1.85668366	1.899732997	1.803984821	1.838819038
AT5G03780	1.819217626	1.95997108	1.730654205	1.724758039	1.921039157	1.873964038	1.385659499	1.474758191	1.858833658	2.016078215	1.60664976	1.898349317	1.927663883	1.546847947	1.158414972	1.218552471
AT5G03795	1.819611481	1.887956236	1.633686883	1.603662037	1.479656428	1.749395393	1.869850673	1.591155605	1.555807106	1.808039224	1.703610361	1.997118584	1.791789468	2.03652014	1.643722074	1.61567008
AT5G03800	3.519438015	3.43498826	3.334155553	3.430432406	3.520578101	3.313860055	3.03944761	3.11623588	3.555850175	3.328219629	3.509346879	3.498468273	3.747645993	3.346851568	3.177505725	3.233919477
AT5G03830	3.246501991	3.336605608	3.100661043	3.134932443	3.318999107	3.521665752	2.671962472	3.034876488	3.347562431	3.823368787	3.160643816	3.608097944	3.256469163	3.96415384	2.816376515	3.51484576
AT5G03840	0.13552542	0.213213926	0.3559456	0.090134351	0.097245499	-0.207593072	1.119493013	1.177448848	-0.143968469	0.321040198	-0.059912067	0.111987719	-0.226445393	-0.415158547	1.079485553	1.191708336
AT5G03850	6.779859246	6.647720067	7.015666842	6.738274052	6.657204574	6.539215524	6.958110752	6.90506188	6.987544629	6.891634165	6.967194704	6.814481925	6.74705241	6.496354045	7.165524489	6.986244611
AT5G03870	2.018635538	1.639115886	1.822572475	1.554398584	1.919436115	1.846231373	1.870579352	1.678405057	2.117512464	0.955961951	2.13177642	1.279199092	1.957410532	0.964978136	1.93317925	1.199083642
AT5G03880	7.102321452	6.953241554	7.143797606	7.07238989	7.150412842	7.019018263	6.925357546	6.852214671	6.878005597	6.852857273	6.819433962	6.798558201	6.926475233	6.897495063	6.748116396	6.679819093
AT5G03900	6.242477985	6.052972857	6.112500565	6.055081354	6.12589669	6.03703303	5.754478431	5.70702071	6.168887972	6.086030745	6.11796859	5.996150378	6.125989414	6.245954158	5.748806503	5.722071407
AT5G03905	3.25460396	3.226172068	3.34491518	3.275560604	3.147263056	3.021432106	2.986813811	3.204262539	3.272230771	3.368646423	3.318744212	3.428037467	2.992307083	3.125639565	3.182168388	3.1922336
AT5G03910	5.806799179	5.790987974	5.690902415	5.765151625	5.932275034	5.912140294	5.645090214	5.634850834	5.745667473	5.807023816	5.73156007	5.760171618	5.937174167	5.936410817	5.685317635	5.706961448
AT5G03940	7.368911333	7.084504617	7.447523303	7.279757016	7.381821645	7.214053904	7.171530533	6.891801212	7.51417909	7.136595947	7.462376713	7.284092365	7.534772746	7.371151744	7.177274249	7.018660766
AT5G03960	1.2834305	1.645566184	1.039854338	1.134181014	2.883807599	2.943493475	3.471503484	3.685383072	1.6125044	0.93662675	0.950209145	0.759545543	2.94740736	1.728146161	3.574210158	2.982545226
AT5G03970	2.498516288	2.600014285	2.553026291	2.641184695	2.715659576	2.572833768	2.882946598	2.892186894	2.445989813	2.280442266	2.437522936	2.435035396	2.655732774	2.186447184	2.825279919	2.784258889
AT5G03990	2.695386656	2.797034907	2.540663332	2.689675204	2.479756381	2.622411804	2.341872552	2.387671703	2.619230054	2.637723657	2.484599661	2.646321746	2.584885287	2.481524943	2.188069998	2.305054685
AT5G03995	3.690506787	3.474328593	2.93618804	2.516148294	3.625719125	3.405417494	1.977515916	2.286225463	3.260568052	1.195334841	2.597160711	0.504006115	3.401091303	2.34505299	1.572994424	1.171086018
AT5G04000	0.152805428	0.077777814	-0.001842694	-0.56301895	0.040979426	0.145260779	-0.287808903	-0.386161855	-0.008353806	-0.552906561	-0.235646874	-1.114397751	0.155027777	0.115523494	-0.566947892	-0.441111224
AT5G04020	5.196562038	5.2630731	5.100495328	5.525475117	5.175453497	5.446639829	5.466617734	5.596899196	5.194652206	5.158796905	5.409062078	5.467439121	5.356880291	5.082816658	5.428361736	5.407296065
AT5G04040	5.899504078	5.897735335	5.692839841	5.92067933	5.783889074	5.897458292	5.501708623	5.538910585	5.813652251	6.070654167	5.798563952	5.833963115	5.855144769	5.961407225	5.501120641	5.487769797
AT5G04050	2.79876958	3.041414835	2.727245034	2.917032755	2.649867445	2.82124435	2.603666793	2.521854703	2.903961419	2.931203863	2.980360973	3.038552753	2.811770067	2.920706818	2.716798497	2.756351689
AT5G04060	5.070264322	4.956947033	5.470542849	5.40952109	5.081830776	5.133693328	6.009811085	5.929819094	5.160533605	4.751906065	5.457860739	5.174615645	5.176514362	5.04065554	5.913366212	5.617144777
AT5G04070	2.528793352	2.575034187	2.517819308	2.54196534	2.569010635	2.65026666	2.480379744	2.560040271	2.5634574	2.364558079	2.596554381	2.630327696	2.364591062	2.565964188	2.35571825	2.609496104
AT5G04080	2.169462607	2.231945298	1.879185609	1.858456258	1.973365274	2.013736781	1.763968798	1.872981558	1.924701133	2.145858511	1.617828647	1.668577667	1.791366147	2.381491856	1.613404858	1.797121664
AT5G04090	4.249437707	4.361020341	4.346441846	4.328565065	4.317059368	4.347032825	4.44748213	4.517139796	4.288493822	4.595057386	4.356875688	4.59953541	4.328187185	4.694082367	4.5117057	4.822117774
AT5G04110	4.062436469	4.016407678	4.040271994	3.974767566	4.042682683	4.073774634	3.923968566	4.015864864	4.011035836	4.038925417	3.861676259	4.030677098	4.033204199	4.038087594	3.921642431	3.897522957
AT5G04130	5.17913044	5.263630298	5.112196399	5.30215761	5.173829547	5.270814397	5.16270312	5.217319202	5.267542624	5.32218553	5.260491169	5.414633267	5.318202534	5.230714367	5.316521107	5.359561969
AT5G04140	10.79068716	10.58275396	10.53368954	10.66216087	10.19610345	10.06055441	9.964719835	9.77389068	10.64991894	10.36714937	10.52483729	10.36240462	10.12062959	9.878009554	9.821142774	9.483269273
AT5G04160	5.162939591	5.230163661	5.354719838	5.329735412	5.193813013	5.144968466	5.760052925	5.796434797	5.304650623	5.284665848	5.40838365	5.42536042	5.163192883	5.426056177	5.826758547	5.874075345
AT5G04170	5.453800566	5.738688946	5.777058594	5.860037095	6.004258791	6.054463612	6.42610461	6.468355239	5.348881944	5.641401118	5.491985196	5.700271061	5.898571654	5.921260692	6.308200909	6.385460321
AT5G04190	2.377791922	2.407449886	5.397352177	5.293478323	2.457650507	2.067324163	3.251420487	3.629804929	2.505697888	1.014469461	5.309865844	4.654805016	1.786965385	-0.297674227	3.595385284	3.378484628
AT5G04200	4.363120128	4.314422962	3.998831569	3.869556383	3.837316129	4.357126021	4.230608232	4.247683302	3.819525381	4.009380647	3.895660069	4.130646892	4.104920915	4.355407598	4.238330523	3.988439115
AT5G04220	3.763277557	3.850963397	3.545716827	3.594404452	3.941920724	3.868029338	3.470599264	3.467944319	3.390944772	3.400299138	3.354459529	3.283565552	3.725574843	3.548003483	3.083463784	3.324212937
AT5G04230	5.88456647	5.669181931	5.619143845	5.36930745	5.466918597	5.256856097	3.959735036	3.61244949	5.588098028	4.88682698	5.324630828	4.830560979	5.320681989	4.445522286	3.668791523	3.545585449
AT5G04235	3.279068569	3.300227126	2.868989373	3.233797352	3.14664123	3.246531091	2.912303032	2.999762463	3.065558949	3.622289145	3.157282132	3.566089596	3.097643349	3.400110153	2.883535941	3.100720379
AT5G04240	4.986858979	4.955295162	4.784848643	4.984166399	4.886962237	4.926442195	5.078991381	5.139093092	5.031191052	5.133766552	5.041833461	5.153068187	5.027452345	5.051482367	5.117011409	5.006453214
AT5G04250	1.09804062	1.450030197	0.969535655	1.055091511	1.943961553	1.928899224	1.627536012	1.648222246	1.017282788	2.237557527	0.766597578	1.516919429	1.749285994	2.368921639	1.463423172	1.984123485
AT5G04260	4.315411194	4.306233682	4.423752394	4.362683023	4.597273274	4.597458049	4.713009884	4.833842536	4.186079651	4.408816628	4.270594084	4.319474086	4.479638488	4.575526779	4.753644703	4.745787049
AT5G04270	2.578405191	2.540574284	2.809662114	2.705657157	2.611691963	2.599830337	3.367581034	3.393381218	2.663220941	2.568478873	2.743223244	2.465844531	2.72451596	2.462858236	3.415435367	3.137537656
AT5G04280	4.759469804	4.793069408	4.784248996	4.862130025	4.635071857	4.590516335	4.804929017	4.842953585	4.970649346	4.942168204	4.874680735	4.924934014	4.738900992	4.643809645	4.839762629	4.835846871
AT5G04290	4.703031862	4.606270949	4.434878319	4.64601571	4.810785089	4.811476628	4.527285329	4.464569601	4.769996021	4.589019626	4.697225641	4.587836254	4.835855641	4.892475064	4.482673935	4.585935355
AT5G04310	2.015851648	2.298526346	2.431818331	2.801600986	1.855358433	1.922311741	2.446882633	2.332961683	2.092282542	2.860937346	2.380893886	2.706902249	1.961657248	2.34536838	2.334986473	2.222058717
AT5G04320	4.339152657	4.257437927	4.237996636	4.233219473	4.28505269	4.140576279	4.221114727	4.210182939	4.376178245	4.101430477	4.449363165	4.335136693	4.387824191	4.053127187	4.301450411	4.133586253
AT5G04330	1.970669902	2.309869057	2.208605461	2.557955763	1.858366439	2.456602794	0.856900726	0.792190677	2.072680726	5.177712836	2.206129721	4.778076365	1.966367304	4.31838302	1.074037857	2.79706226
AT5G04340	0.769422282	2.442247175	-0.908060992	0.696523037	-0.244723572	0.275752247	-2.231757667	-2.358355283	-0.417585312	1.499449658	-1.40267327	0.458188107	-0.493805513	-0.624765362	-2.731153301	-1.71180307
AT5G04360	5.851768345	5.810604315	5.738010542	5.827210109	6.373966409	6.308241751	6.131601494	6.103130615	5.726504456	5.64012116	5.68144585	5.686839871	6.250570428	6.366076906	5.993236587	6.029849875
AT5G04410	5.836390979	5.853250879	5.837994726	5.849426764	5.797321179	5.782271717	5.913971066	5.953732357	5.859250242	6.112456114	5.859693823	5.981673072	5.769456684	5.919086505	5.856965641	5.854010212
AT5G04420	5.556028998	5.550289753	5.647782739	5.645385265	5.538246926	5.515230582	6.100551135	6.039891973	5.693667194	5.62249541	5.735739304	5.615717415	5.541910623	5.683373706	6.071174055	6.001295909
AT5G04430	7.587605286	7.427393145	7.620075699	7.550070453	7.389064712	7.277890945	7.688581785	7.550475169	7.667883314	7.424742353	7.689732377	7.508003928	7.50970547	7.244804861	7.765514394	7.501932222
AT5G04440	5.822002529	5.672015743	5.834807974	5.709837051	5.602751982	5.470266714	5.342047234	5.240315505	5.759318217	5.668441082	5.717017804	5.592408245	5.499348871	5.50983072	5.297176491	5.25364171
AT5G04460	4.638012414	4.699645381	4.499882707	4.55086334	4.402887464	4.535710824	4.376400758	4.567775096	4.655136805	4.861672951	4.575078145	4.687238967	4.533592644	4.754904496	4.382478877	4.494776647
AT5G04470	3.211464983	3.482550417	3.093413886	3.082262022	3.216234195	3.425889525	3.748063388	3.810854039	3.184943236	3.748536103	2.824622583	3.321839414	3.132233995	3.561298991	3.73231895	3.851277877
AT5G04480	5.354746255	5.497835127	5.396982068	5.608349944	5.061018566	5.065144982	5.50222415	5.472420328	5.363084925	5.267641421	5.677327313	5.63219414	5.212511505	4.943545296	5.478454213	5.182587322
AT5G04490	5.203924839	5.176825088	5.057284294	5.035419237	5.113337602	5.127257064	4.420565245	4.490080577	5.181671447	4.898429718	4.883090232	4.849934867	5.12200725	5.156776464	4.385641107	4.377723958
AT5G04510	5.645632619	5.555418738	5.659149652	5.592566382	5.807717223	5.794534876	5.942277335	5.937322152	5.674839489	5.752763512	5.688618321	5.674449704	5.794990226	5.894753095	5.954555163	5.924754957
AT5G04520	2.143597346	2.229424407	2.224939866	2.192155082	2.073889008	1.948032345	2.236267181	2.149314027	2.186156434	2.294129283	2.304645038	2.170355601	1.871191869	1.787937456	2.076270707	1.986800939
AT5G04530	5.780219464	5.410023416	5.61545868	5.311518687	5.338104025	5.287038096	4.93975762	4.661089176	6.286014777	5.240888537	6.055334643	5.594034569	5.900717707	5.493045823	5.640020935	5.486758748
AT5G04540	5.046097547	5.11962241	4.892344047	5.05654357	4.917433153	4.875802752	4.846900647	4.833112643	4.938603805	5.276598584	4.931617963	5.133729295	4.87686034	5.085513186	4.851540598	4.94144213
AT5G04550	6.546614	6.575784005	6.423652815	6.600747469	6.313792637	6.366688526	6.314189239	6.284112683	6.41725697	6.638901182	6.398741418	6.570025952	6.29320461	6.517967297	6.275610391	6.19805441
AT5G04560	6.448171773	6.535284794	6.148207853	6.449678693	6.445108895	6.597934239	6.280199781	6.295615686	6.265881689	6.380919718	6.298114089	6.343435207	6.447257656	6.533558015	6.18635319	6.128381212
AT5G04590	9.649777229	9.592279964	9.720363795	9.803682842	9.073664928	9.316101816	8.378893544	8.339690327	9.316267699	9.946355166	9.382438243	9.905655632	8.763676694	9.655185679	8.333948755	9.009106106
AT5G04600	5.282117929	5.308426097	5.449654315	5.398380125	5.266553659	5.126494555	5.709787251	5.562236663	5.559832597	5.725623069	5.643752313	5.648187791	5.432049751	5.315127331	5.829580654	5.759475246
AT5G04610	0.46025732	-0.080702289	0.293572601	-0.038327734	-0.05121422	0.084538259	-0.027018767	0.096122561	0.125764818	-0.314813114	-0.10157267	-0.468930052	0.117179679	-0.697035824	-0.004134412	-0.244074659
AT5G04620	4.056087326	3.988848461	4.029921081	3.975814294	4.239724129	4.21661514	4.299624614	4.240704087	4.122589927	4.240348826	4.214206327	4.271573485	4.239905438	4.197958719	4.405850204	4.287625366
AT5G04660	1.352735401	1.173189265	1.01782239	0.384806527	1.342544018	1.329538447	0.016600725	0.747639677	1.200761061	0.13806863	0.649356564	-0.164090165	1.153143216	0.233999497	0.196410785	-0.507289549
AT5G04670	4.82380251	4.937232669	4.723781375	4.859011806	4.774232225	4.760539684	5.051520365	5.022727781	4.836789966	4.831124343	4.945783782	4.755579284	4.762531105	4.652240379	5.056641734	4.928358878
AT5G04680	3.673542154	3.791278872	3.647227989	3.698973813	3.476990518	3.640748657	3.624836854	3.71396731	3.515878595	3.905705368	3.742355134	3.79246439	3.662424169	4.20840229	3.525091963	3.595395238
AT5G04690	2.952203376	3.263592214	2.962120135	3.05263565	2.94501054	3.080886655	3.038826767	3.198806944	2.936526507	3.445503743	3.09086565	3.316385714	3.041381603	3.501395861	3.178300969	3.072308561
AT5G04700	2.504721736	2.539833179	2.439107613	2.436510547	2.312283002	2.405173378	2.33217986	2.533585931	2.384107825	2.444259138	2.521641369	2.667290325	2.630853282	2.891097928	2.315136854	2.400781166
AT5G04710	5.388367839	5.23777685	5.243338148	5.244274061	5.386640576	5.285003053	5.274102213	5.190211657	5.377165165	5.398464736	5.383289837	5.307785842	5.395502545	5.500423832	5.301264101	5.275211717
AT5G04720	4.807024334	5.143250918	4.855244778	5.084621864	4.879206567	4.938054297	4.506184928	4.388373202	4.470145719	4.092786433	4.609431881	4.457938704	4.806809749	4.562106775	4.241404207	3.917447387
AT5G04740	5.835605116	5.644692287	5.945121651	5.72090901	6.056670006	5.900744439	5.97439153	5.844237982	5.571834939	5.396833224	5.575902272	5.416316784	5.866364472	5.627098608	5.765370562	5.609525611
AT5G04750	4.918594177	4.875343001	4.948710194	4.771431704	4.918143115	5.059819246	4.418775646	4.429869416	4.713751302	4.903783347	4.683470243	4.593487403	4.916461998	5.312059368	4.341647373	4.714301278
AT5G04760	2.838649831	2.844687669	2.679010359	2.827105735	2.421660147	2.350774101	1.932276049	1.923611622	2.614699939	2.811519168	2.667712893	2.65663962	2.402860478	2.406831958	1.871175327	2.175054162
AT5G04770	1.362697047	1.342359112	0.770062728	1.157140263	0.591648524	0.873973478	0.832896322	0.533763339	0.820040295	0.485833379	0.32332033	0.255844243	0.511469101	0.369321349	0.234396182	-0.286232632
AT5G04780	1.383333583	1.168191616	1.128579069	1.335330934	1.475052435	1.538350168	1.482993225	1.411433417	1.18516572	1.15982995	1.32479532	1.388826482	1.773472881	1.73108894	1.550950681	1.545646036
