Gene	aos_HRFR_1.5h_nw	aos_HRFR_1.5h_w	aos_LRFR_1.5h_nw	aos_LRFR_1.5h_w	aos_HRFR_4h_nw	aos_HRFR_4h_w	aos_LRFR_4h_nw	aos_LRFR_4h_w	Col-0_HRFR_1.5h_nw	Col-0_HRFR_1.5h_w	Col-0_LRFR_1.5h_nw	Col-0_LRFR_1.5h_w	Col-0_HRFR_4h_nw	Col-0_HRFR_4h_w	Col-0_LRFR_4h_nw	Col-0_LRFR_4h_w
AT1G02730	5.545461666	5.386672799	5.29463388	5.355187467	5.74169118	5.637749728	5.61093793	5.377839982	5.304457198	4.982513808	5.22314508	5.03955001	5.704195667	5.109489404	5.515375791	4.79229608
AT1G02740	2.956457458	2.89974085	3.029847391	3.020442695	3.078919294	3.042397962	3.061746349	2.945270432	2.939426065	2.543205569	2.997944958	2.648944358	2.898528034	2.686933982	2.997588557	2.838819738
AT1G02750	2.771308536	2.973552647	2.793105941	2.794953933	2.805828559	2.804656966	2.442835757	2.450290407	2.857114906	2.98917641	2.736754442	2.936205635	2.758732759	2.945314214	2.481829275	2.626590725
AT1G02780	9.047677737	8.926859289	9.244555487	9.012760836	8.920351973	8.799536048	9.207524086	9.12527257	9.228338438	9.062984666	9.266085102	9.067783114	9.056859844	8.781931162	9.379959552	9.197639474
AT1G02816	3.057542235	3.157494228	3.277099221	3.311827663	2.698354709	2.714340976	3.111428167	3.355317063	2.97242155	2.892350323	3.112423009	3.345803506	2.638404709	2.61543517	3.013891492	3.17750951
AT1G02820	3.360590573	3.482319416	3.358423333	3.328537803	1.949382219	2.016534599	1.707666369	1.9481992	3.03849867	2.876117119	2.653090317	2.857078838	1.812491788	1.853197156	1.47730063	1.658365546
AT1G02840	6.209557948	6.267882512	6.272179358	6.228198414	6.186305209	6.137617602	6.299366085	6.256954661	6.319012698	6.592190362	6.319174184	6.463098021	6.184264048	6.601329088	6.409050825	6.636482822
AT1G02860	4.335012325	4.53965522	4.511282639	4.626642445	3.771927649	3.510475814	3.019245818	2.937734995	3.984097188	3.129838197	4.146718899	3.723871576	3.628235211	2.247703156	2.539911973	1.887750912
AT1G02870	3.856351807	3.99831327	4.188165486	4.101815169	4.078166519	3.882603547	4.768663008	4.537186705	4.062881859	4.246141396	4.319563891	4.277277535	4.162012347	4.081675559	4.825161418	4.755628856
AT1G02880	3.748229263	3.952899582	4.070746876	4.255186512	3.764610366	3.93176375	3.466647487	3.638067219	3.680995739	4.449149032	3.97725877	4.639374147	3.723054421	4.506366783	3.586073492	4.217180551
AT1G02890	6.484786682	6.554026902	6.18036832	6.464566095	6.312843609	6.414789315	6.360544907	6.361913811	6.399890158	6.740309654	6.25204161	6.485786386	6.292634206	6.564813315	6.26588513	6.381922781
AT1G02900	1.988447211	2.091873694	1.770826472	1.819395014	1.440348841	1.272052452	1.617858085	1.690269301	1.582512263	2.023471609	1.684490414	2.075694314	1.657273555	1.090577451	1.324072241	1.266791968
AT1G02910	5.737260563	5.639539975	5.775322872	5.681170142	5.764350141	5.685007879	5.598074687	5.512245179	5.872325938	5.76719406	5.801978376	5.714180843	5.886160278	5.79920081	5.64667649	5.58804978
AT1G02920	3.589427534	4.009147358	3.032536956	3.393666797	3.654132902	3.27374836	2.058825959	2.062268359	2.088154883	2.2146016	3.144710529	1.505842076	2.634760843	0.832290843	2.289252191	0.50564445
AT1G02930	3.958381239	4.518599098	3.85634959	4.069689268	4.210333894	3.794500532	3.541948953	3.763243354	4.032833882	4.714670917	4.666811671	4.556184282	3.636449611	5.147435011	3.925143487	5.106681515
AT1G02950	4.843913793	4.97577453	4.888750857	4.827153847	4.811357003	4.732710901	4.759850434	4.843145229	4.609102458	4.777249261	4.801889929	4.694366348	4.683777473	5.030941106	4.562927557	4.662223313
AT1G02960	4.438550392	4.486635021	4.351748067	4.387252293	4.581947238	4.647472855	4.481724717	4.537046218	4.513030521	4.552998325	4.357993033	4.485881803	4.572497041	4.793777364	4.536715282	4.716538675
AT1G02970	2.019008163	1.850657511	2.044594484	1.730593544	2.433793454	2.214651712	3.027908713	2.890883101	2.006927106	1.399920669	2.300875693	1.798572959	2.669161046	1.523425442	3.02539316	2.533993523
AT1G02990	4.616755029	4.741304562	4.572847135	4.988746846	4.629871919	4.784675249	4.750940824	4.872658684	4.663193873	5.116731817	4.86906776	5.139464949	4.561728438	4.989550214	4.710813384	4.980748433
AT1G03000	5.195055704	5.188292648	5.004520261	5.117248144	5.271013688	5.256589719	5.205185865	5.212377517	5.186502179	5.092537137	5.120951466	5.205661165	5.269242395	5.287619492	5.265816525	5.320232776
AT1G03010	3.006210493	2.824384663	3.381352924	3.162067141	3.112923348	3.193982968	4.945430519	4.912797366	2.514802933	2.382925368	3.099725446	2.839532534	2.934730882	2.085440714	4.983450681	4.462707993
AT1G03030	3.691878842	3.565132622	3.724054242	3.619868605	3.445750358	3.479144108	3.527492364	3.5800529	3.487994112	3.58787674	3.422138072	3.540751606	3.294370224	3.662528205	3.538627466	3.708497477
AT1G03040	5.3287296	5.351664237	5.302569049	5.239123159	4.983512926	5.032356207	4.700450121	4.812428525	5.253665713	5.42093675	5.194524202	5.318852187	4.96031329	5.20838896	4.772554438	4.962005197
AT1G03055	2.37059289	2.124846231	2.308597858	2.116490389	1.265534949	1.189524194	1.132804357	1.088709818	2.526882788	1.941050183	2.334670334	2.082315591	1.412306173	1.632726655	1.265948976	0.831711741
AT1G03060	6.623347872	6.686273929	6.175194543	6.69662994	6.534233556	6.638231294	6.734445959	6.708285504	6.550195934	6.609213023	6.609196699	6.552226148	6.574839942	6.606418269	6.739050806	6.516109476
AT1G03070	0.271985785	0.312745942	0.047535662	-0.287249835	-0.119223687	0.199326754	0.211740555	0.428087843	0.225245864	0.113042354	-0.121307288	0.032804798	0.132098703	0.367977601	0.199973366	0.513040661
AT1G03080	6.584861426	6.748711127	6.187273287	6.555624252	6.374960417	6.569178132	6.157018971	6.220416279	6.445806713	7.489573923	6.32657599	7.046403252	6.433071877	7.221957876	6.200941318	6.435070191
AT1G03090	4.497403827	4.629325794	4.234277736	4.48141853	5.005766947	4.986865083	4.414637476	4.349399842	4.446804219	5.179672177	4.094536986	4.474753466	4.993256544	5.547219442	4.281381722	4.413509635
AT1G03100	1.392429937	1.559210533	1.341893629	1.426885191	1.890394611	2.043654716	2.375229367	2.490612826	1.489736973	1.374925712	1.734863987	1.503826164	2.002162732	2.122124936	2.492361125	2.291285509
AT1G03110	4.047723532	4.119458577	4.144993983	4.132943121	4.031109187	3.759025404	4.615880178	4.451849335	4.173643607	3.703330014	4.236679238	4.029736916	3.892523113	3.03740557	4.658525698	4.271901388
AT1G03130	9.840826454	9.810054515	9.966854569	9.801910309	9.913529157	9.968016933	9.519418452	9.494336019	9.765363486	9.686403926	9.666867615	9.617935696	9.784588705	9.986159497	9.408043177	9.5556932
AT1G03140	4.942574469	4.978815564	4.952823022	4.972665402	4.907923532	4.832378484	4.862536889	4.722894464	4.93409079	4.98840915	4.886963604	4.963857016	4.936949368	4.973382492	4.825577076	4.780268325
AT1G03150	3.687664944	3.67444879	3.817380261	3.742874354	3.861058219	3.900968823	3.836208608	3.811899934	3.731418818	4.078963496	3.810582923	3.995514817	3.862182355	3.891169867	3.860427663	3.80131675
AT1G03160	6.324525485	6.310548068	6.084701692	6.251122209	6.430433126	6.412593558	5.760923532	5.788387216	6.245937682	6.51337571	6.119767703	6.347671374	6.40228058	6.698902332	5.745025012	5.960769371
AT1G03170	-1.940747477	-2.329290688	1.070781256	0.788951682	-2.916993002	-2.446398689	1.478895157	1.304669829	-1.884487048	-2.660962688	1.15677104	-0.900103403	-2.87420686	-3.707520846	1.548838998	-1.389039357
AT1G03180	1.492046004	1.766342736	1.95505275	1.773014637	1.870048051	1.744770825	2.025232741	2.012871239	1.646327424	1.490506339	1.833258461	1.859175796	1.728546589	0.942668793	2.138063006	1.64211288
AT1G03190	3.609758486	3.628234097	3.511043035	3.640424527	3.542337813	3.750949931	3.730995565	3.713645219	3.686391083	3.551675173	3.734773437	3.664996364	3.660679514	3.495921769	3.618469469	3.66263142
AT1G03200	0.410660528	0.523656371	-0.49428292	0.397626131	0.06676857	0.634242921	-0.376349816	-0.106354464	-0.433531792	0.720629095	-0.231919993	0.327430118	-0.470406315	0.270417014	-0.784083274	-0.242725135
AT1G03210	3.628088914	3.914880014	3.64272725	3.75320714	4.205109441	4.309607496	3.329213704	3.747072344	3.10085449	3.728699059	3.131881369	3.447179406	3.521733574	3.780984021	3.02988354	3.567025412
AT1G03220	5.543897952	5.668296197	5.150712482	5.368674134	4.813167324	4.760598453	2.473451167	2.391760851	5.137853857	5.051663792	4.694291821	4.776554894	4.826382754	4.196022457	2.535786847	2.378543821
AT1G03230	4.322024439	4.508098949	4.032092825	4.084448598	4.283567261	4.20434099	3.319609424	3.105693837	3.886574149	4.17760803	3.575485807	3.980884818	3.890815295	3.627637562	2.967969903	2.94502923
AT1G03250	4.739953533	4.821727821	4.809699464	4.719854859	4.732328267	4.738853658	4.71030091	4.708521395	4.755892181	4.844246185	4.711112105	4.754363806	4.697518833	4.756558611	4.701166028	4.71857888
AT1G03260	3.394911149	3.312488448	3.435309207	3.435902109	3.397611053	3.372658547	3.752445269	3.797542285	3.430633024	3.442969309	3.526379929	3.383195068	3.407792405	3.126883455	3.860216664	3.706223521
AT1G03270	2.035580844	2.0936047	2.129659805	2.277429768	1.996830972	2.218137834	1.781822445	1.73851315	2.318053015	2.902611959	2.119055895	2.877551699	2.223383595	2.979771452	1.790627178	2.348067284
AT1G03280	4.832284485	4.858997873	4.798933249	4.894194765	4.778185971	4.864747639	4.727960012	4.795676711	4.888890461	5.115491414	4.772925108	4.932139507	4.819521712	5.065046446	4.736637813	4.874972842
AT1G03290	3.890638202	4.266406908	3.613549902	3.655768465	4.337536696	4.260375584	3.353573142	3.691067174	3.454734061	3.809791798	3.034453846	3.263928214	3.591668701	3.750678206	3.06422392	3.216736758
AT1G03300	3.135225672	3.18356909	3.430584158	3.674469281	3.195165702	2.87141672	3.067154703	3.188397718	3.146440107	2.078041273	3.562225599	3.268685317	3.11041342	2.077368745	3.11382984	2.741124713
AT1G03310	6.476659566	6.163885715	6.382927765	6.276006303	6.717179489	6.578103016	6.64656928	6.543007529	6.447413913	5.981134318	6.424008202	6.116294645	6.69301565	6.595631913	6.558725386	6.486162458
AT1G03330	4.159750192	4.062689987	4.220494393	4.050023907	4.113171341	4.075604993	4.139577846	4.073579331	4.173596927	4.280669828	4.071163227	4.104340133	4.108071704	4.17129859	4.157256141	4.152603685
AT1G03340	0.045678525	-0.452021622	-0.345816599	-0.320541114	0.589325571	0.305756954	-0.358809847	-0.391054528	-0.521894481	-1.083485138	-0.626483467	-0.646267667	0.190322334	0.457680898	-0.230485026	-0.29102323
AT1G03350	5.710874312	5.602574574	5.877496186	5.771812249	5.488108259	5.52716893	6.108833537	6.050340446	5.719390661	5.596832374	5.832630108	5.651452325	5.543487329	5.435248023	6.02571631	5.845267444
AT1G03360	2.903633913	2.886375362	3.171268978	3.110943475	2.935321439	2.595263721	3.780034254	3.690100472	3.181789367	2.876392128	3.574920241	3.193917558	3.037835135	2.413013074	3.978580729	3.588563862
AT1G03365	4.217039202	4.159329162	4.202509329	4.158955277	4.146259373	4.152807978	4.170490594	4.237218014	4.134559242	4.126959431	4.173390051	4.20742103	4.198931516	4.142654539	4.111963027	4.150426554
AT1G03370	5.427846303	5.779014588	5.086421584	5.478848235	5.516113409	5.541563122	4.928511666	5.039863343	4.965364977	4.968781535	4.905813969	4.940846114	5.118988002	4.86483989	4.633277016	4.461217751
AT1G03380	5.348688068	5.377682401	4.917445583	5.089250965	5.368059095	5.428562431	4.760616117	4.728180893	5.046876487	5.291579821	4.745056382	4.827121807	5.210353886	5.60728811	4.5480835	4.639787339
AT1G03400	4.589074997	4.926483715	4.580815363	4.712412959	4.804074518	4.765506978	4.434877807	4.647303326	3.720033855	3.500029812	3.697811559	3.569668944	3.626466806	3.296231357	3.486819757	2.93687843
AT1G03410	4.069607303	4.168478575	4.049114858	4.154651105	3.816998666	4.060949333	3.620094646	3.753122198	4.150907748	4.04370393	4.105046846	4.020535083	3.93859636	3.952918135	3.684092647	3.791641751
AT1G03420	5.153329621	4.939024503	5.211599925	4.958396279	5.218171247	4.993887265	5.165486199	5.052928939	5.101258646	4.876390365	5.04707467	4.864725294	5.163919865	4.979195092	5.071308259	4.816846721
AT1G03430	4.308766031	4.349567147	4.233029006	4.20594319	4.436379319	4.44687181	4.153590925	4.273060882	4.06718331	4.356928093	4.024646605	4.246170805	4.141107003	4.312063741	4.118575244	4.246522128
AT1G03440	4.482106508	4.52093082	4.826395481	4.708092943	3.882840711	4.023969275	3.726728613	3.764249687	4.611141278	4.131133645	4.842879026	4.884345094	4.126790916	3.825570043	3.774677004	3.775890176
AT1G03457	2.902903436	3.309252862	3.744555134	3.881277667	2.673310503	2.783143777	2.474525632	2.509067448	3.218574398	2.723993065	4.0554466	4.010015304	3.14323757	2.145440856	2.556094222	1.965432183
AT1G03470	1.89902738	1.637479915	1.876305498	1.686082573	2.364097826	2.091573454	1.621547984	1.613960072	1.694227445	1.187837652	1.790235763	1.201685094	1.996105038	1.622472784	1.642238156	1.351518338
AT1G03475	7.888331794	7.615240381	7.917964306	7.677551002	8.023247136	7.854759686	7.839919608	7.64491333	7.852003621	7.504284941	7.814241373	7.533720315	7.96607521	7.672539576	7.828555713	7.516987134
AT1G03495	-0.782561374	0.777561708	-0.72944874	0.125782158	-3.432046832	-1.571100196	-3.207763862	-2.127729382	1.226473826	3.030984822	1.625980097	3.116973003	-1.208786557	4.371191295	-1.813140265	3.175473235
AT1G03510	0.464924271	0.497774633	0.837351095	0.655656959	0.614833397	0.837305118	0.512916277	0.84223498	0.299644498	0.437099332	0.532968293	0.571309773	0.751275534	0.909486205	0.653994626	1.044361751
AT1G03520	3.98838259	3.997312708	4.095100147	4.110332308	4.222430801	4.12813156	4.354794642	4.438329132	3.999928138	3.673954962	4.123734338	3.818571707	4.082564794	3.783335333	4.33776428	4.163740566
AT1G03530	3.901127377	3.903192628	4.037579751	4.120903885	3.781086553	3.642594591	4.590971313	4.370605301	4.146522907	3.618820159	4.239914454	3.964252243	3.824829497	3.214227863	4.638494252	4.231851824
AT1G03540	1.017760214	0.986652364	0.698085294	1.131533231	1.207820934	1.173657959	1.40302691	1.572321222	1.20900805	0.909336477	1.286166258	1.03923154	1.306676267	1.017960499	1.482394382	1.327320612
AT1G03550	2.932223061	3.028023207	2.935535381	2.941589	2.829950318	3.040795946	2.380217494	2.654206553	2.535203607	2.857261623	2.596382126	2.694476203	2.471596149	3.072666861	2.25062906	2.338971525
AT1G03545	1.001317644	0.757147	0.94631559	0.973509544	1.239466158	1.03142721	1.412965752	1.35306066	1.080531905	0.629081514	1.246176506	1.025478587	1.297842539	1.081653158	1.573437785	1.483772577
AT1G03560	3.521233549	3.616142382	3.49115292	3.552259045	3.280560456	3.198734822	3.433975161	3.475767284	3.598765448	3.494679897	3.631381552	3.617299367	3.334248952	3.348152913	3.323624354	3.375577741
AT1G03590	4.644077156	4.782870986	4.959633548	5.136447611	4.245401027	4.359756638	5.261964578	5.284005138	4.73516948	4.885175426	4.944709394	5.107955572	4.320181419	4.029450756	5.207207152	4.836548615
AT1G03600	8.726502134	8.535155357	8.973503382	8.767417584	8.553268626	8.458405762	8.573846124	8.458520594	8.816726932	8.698675123	8.769083337	8.751388952	8.597231083	8.645812848	8.581153623	8.47142834
AT1G03610	4.638758783	4.634496207	5.723745857	5.79789209	4.344910147	4.796127327	5.132980688	5.187747888	4.460522744	4.642512346	5.38932512	5.602008723	4.316203439	4.696595758	4.922838521	5.149702208
AT1G03620	1.509555673	2.266092693	1.252088748	1.631173438	1.871989265	2.367081707	0.621598223	1.221446766	1.022982053	2.231182067	1.053927462	2.281135723	1.648222155	2.452498923	0.358675488	1.527264257
AT1G03630	7.433630096	7.228062261	7.495765486	7.372347879	7.561204684	7.535493275	7.163801567	7.07421168	7.518602624	7.317491412	7.473048743	7.394393457	7.601588926	7.740199869	7.257637495	7.372197487
AT1G03650	0.492024305	0.60243115	0.654191354	0.731142241	1.170472852	0.905208685	1.212372316	1.264271153	0.515975653	0.643562907	0.736243944	0.341058572	1.232632648	1.191490574	1.081752569	1.439863526
AT1G03680	7.866832625	7.753667218	7.965192944	7.804798659	7.998591379	7.854429385	7.746085853	7.592772975	7.798778188	7.801392486	7.716548752	7.73515928	7.895619948	7.903248118	7.681409251	7.592046408
AT1G03687	3.606002419	3.438839904	3.66985169	3.50611582	3.324052167	3.306291284	3.512583608	3.471049065	3.683325556	3.54872064	3.673429948	3.62898776	3.526918164	3.41936512	3.594457976	3.458332939
AT1G03730	1.917582121	2.048393506	1.820968641	2.000012513	1.927313988	1.985136746	1.87010863	1.907860608	1.878927031	1.795016312	1.581684303	1.731268036	2.01183534	2.243367469	1.785615331	2.00879875
AT1G03740	4.981635406	5.664096402	4.402945691	4.96468889	5.084590344	5.201820793	4.009604963	4.064992813	4.572210964	4.635894708	4.094396653	4.238420206	4.856498829	4.889674533	3.830903885	4.167488487
AT1G03750	2.724945222	2.893865757	2.518854992	2.778833685	2.953628477	3.033139223	2.520172282	2.599199058	2.861427086	2.930706863	2.746362302	2.682135457	2.916581078	3.025764897	2.481892032	2.543487467
AT1G03760	2.725926421	2.904837681	2.773504315	2.72827848	2.963342775	2.869699178	3.284836269	3.199212817	2.644183016	2.836207531	2.753925177	2.675956648	3.022422534	2.813402479	3.185875117	3.276808191
AT1G03770	2.390439676	2.415480087	2.193911808	2.412196865	2.293303858	2.532847339	2.582466108	2.473755123	2.271897706	2.605132577	2.347460646	2.663334871	2.514924536	2.451943426	2.559143706	2.503526314
AT1G03780	3.329098178	3.225321095	3.135316066	3.126727768	3.445021472	3.542744584	3.494300973	3.31079412	3.066918758	2.793975581	2.962620677	2.844246631	3.3594497	2.921060852	3.386065342	2.791141688
AT1G03820	3.751145648	3.815103283	3.612111937	3.717377499	3.472529815	3.603167559	3.310505193	3.239863669	3.715349628	3.277921896	3.582760498	3.295313209	3.307563729	2.913562593	3.157448087	2.927701132
AT1G03830	3.308237092	3.363221741	3.27820204	3.349551835	3.948415621	3.83892214	3.928652272	3.86988666	3.42967563	3.282658065	3.399234118	3.496379094	4.03202738	3.641433719	3.907860007	3.893858503
AT1G03840	0.75148874	0.280415734	-0.183865882	-0.705950758	0.23309833	-0.148421834	-0.070344362	-0.687703615	0.990916351	-0.138626341	-0.071514746	-0.646156649	0.577943797	-0.310830321	0.316620856	-0.071291504
AT1G03860	5.767086111	5.603403486	5.831607712	5.724544532	5.898256086	5.755145073	6.147364922	6.105740989	5.753934861	5.59553317	5.79240022	5.641597303	5.922226859	5.755759024	6.262237927	6.099858669
AT1G03870	8.236252533	8.251226574	9.112366993	8.99274978	7.435173885	7.401753127	9.712553455	9.531631838	8.553519327	6.89908837	9.198274378	8.518242199	7.981033494	5.486341261	9.724082584	8.818046937
AT1G03900	5.94991052	6.036708372	6.035048048	6.024446677	6.097774819	6.075111956	6.429573248	6.395335443	6.013639344	6.16951577	6.056340454	6.09139602	6.102490957	6.231768535	6.388763833	6.325333133
AT1G03905	0.958987523	1.14113884	1.055619757	1.08596743	0.778356348	0.458336882	0.4977903	0.349419904	1.217835855	1.844726477	1.116220137	1.371954614	0.623485502	0.842486025	0.695409068	0.822215922
